id,outline,director,genre,certificate,representation,year,pkg_name,rating,runtime,date,actor,stars,name
87,Style transfer,Libraries and Demo,No Interaction,No interaction with hardware input,None,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/ai.fritz.heartbeat_sty_no_in.gif?raw=true,ai.fritz.heartbeat,5,50,1974-04-30T10:29:29+05:116,Al Pacino,Marlon Brando,Fritz AI Studio
88,Image classification,Libraries and Demo,Dynamic,Auto focusing object,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/ai.fritz.heartbeat.IL.gif?raw=true,ai.fritz.heartbeat,5,50,1974-04-30T10:29:29+05:117,Al Pacino,Marlon Brando,Fritz AI Studio
89,Image classification,Libraries and Demo,Static,Pop-up messages,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/ai.fritz.heartbeat.IL.gif?raw=true,ai.fritz.heartbeat,5,50,1974-04-30T10:29:29+05:118,Al Pacino,Marlon Brando,Fritz AI Studio
90,Image classification,Libraries and Demo,Static,Instruction,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/ai.fritz.heartbeat.IL.gif?raw=true,ai.fritz.heartbeat,5,50,1974-04-30T10:29:29+05:119,Al Pacino,Marlon Brando,Fritz AI Studio
91,Image classification,Libraries and Demo,Static,Illustration of correct input,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/ai.fritz.heartbeat.IL.gif?raw=true,ai.fritz.heartbeat,5,50,1974-04-30T10:29:29+05:120,Al Pacino,Marlon Brando,Fritz AI Studio
92,Image classification,Libraries and Demo,Static,Vibration,Haptic,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/ai.fritz.heartbeat.IL.gif?raw=true,ai.fritz.heartbeat,5,50,1974-04-30T10:29:29+05:121,Al Pacino,Marlon Brando,Fritz AI Studio
93,Image classification,Libraries and Demo,Dynamic,Camera adjustment,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/ai.fritz.heartbeat.IL.gif?raw=true,ai.fritz.heartbeat,5,50,1974-04-30T10:29:29+05:122,Al Pacino,Marlon Brando,Fritz AI Studio
94,Image classification,Libraries and Demo,Dynamic,Text suggestion,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/ai.fritz.heartbeat.IL.gif?raw=true,ai.fritz.heartbeat,5,50,1974-04-30T10:29:29+05:123,Al Pacino,Marlon Brando,Fritz AI Studio
95,Face detection,Libraries and Demo,Dynamic,Auto focusing object,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/ch.zhaw.facerecognition.gif?raw=true,ch.zhaw.facerecognition,5,50,1974-04-30T10:29:29+05:124,Al Pacino,Marlon Brando,Face Recognition
96,Entity extraction,Finance,Static,Instruction,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/cn.com.hrcrb.mobilebank.per.gif?raw=true,cn.com.hrcrb.mobilebank.per,5,50,1974-04-30T10:29:29+05:125,Al Pacino,Marlon Brando,CHINA RESOURCES BANK 
97,Entity extraction,Finance,Static,Camera frame,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/cn.com.hrcrb.mobilebank.per.gif?raw=true,cn.com.hrcrb.mobilebank.per,5,50,1974-04-30T10:29:29+05:126,Al Pacino,Marlon Brando,CHINA RESOURCES BANK 
98,Entity extraction,Finance,Dynamic,Object marker,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/cn.com.hrcrb.mobilebank.per.gif?raw=true,cn.com.hrcrb.mobilebank.per,5,50,1974-04-30T10:29:29+05:127,Al Pacino,Marlon Brando,CHINA RESOURCES BANK 
99,Text recognition,Finance,Static,Instruction,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/cn.com.hrcrb.mobilebank.per.gif?raw=true,cn.com.hrcrb.mobilebank.per,5,50,1974-04-30T10:29:29+05:128,Al Pacino,Marlon Brando,CHINA RESOURCES BANK 
100,Text recognition,Finance,Static,Camera frame,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/cn.com.hrcrb.mobilebank.per.gif?raw=true,cn.com.hrcrb.mobilebank.per,5,50,1974-04-30T10:29:29+05:129,Al Pacino,Marlon Brando,CHINA RESOURCES BANK 
101,Text recognition,Finance,Dynamic,Object marker,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/cn.com.hrcrb.mobilebank.per.gif?raw=true,cn.com.hrcrb.mobilebank.per,5,50,1974-04-30T10:29:29+05:130,Al Pacino,Marlon Brando,CHINA RESOURCES BANK 
102,Entity extraction,Finance,Static,Vibration,Haptic,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/cn.com.hrcrb.mobilebank.per.gif?raw=true,cn.com.hrcrb.mobilebank.per,5,50,1974-04-30T10:29:29+05:131,Al Pacino,Marlon Brando,CHINA RESOURCES BANK 
103,Text recognition,Finance,Static,Vibration,Haptic,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/cn.com.hrcrb.mobilebank.per.gif?raw=true,cn.com.hrcrb.mobilebank.per,5,50,1974-04-30T10:29:29+05:132,Al Pacino,Marlon Brando,CHINA RESOURCES BANK 
104,Face detection,Photography,Dynamic,Photo editor,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/cn.jingling.motu.photowonder.gif?raw=true,cn.jingling.motu.photowonder,5,50,1974-04-30T10:29:29+05:133,Al Pacino,Marlon Brando,PhotoWonder: Pro Beauty Photo Editor&Collage Maker
105,Face detection,Dating,No Interaction,Importing files,None,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.badoo.mobile.gif?raw=true,com.badoo.mobile,5,50,1974-04-30T10:29:29+05:134,Al Pacino,Marlon Brando,Badoo - Dating. Chat. Meet.
106,Face detection,Dating,No Interaction,No interaction with hardware input,None,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.badoo.mobile.gif?raw=true,com.badoo.mobile,5,50,1974-04-30T10:29:29+05:135,Al Pacino,Marlon Brando,Badoo - Dating. Chat. Meet.
107,Barcode scanning,Tools,Static,Pop-up messages,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.baidu.BaiduMap_qr.gif?raw=true,com.baidu.BaiduMap,5,50,1974-04-30T10:29:29+05:136,Al Pacino,Marlon Brando,Baidu Map
108,Barcode scanning,Tools,Static,Instruction,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.baidu.BaiduMap_qr.gif?raw=true,com.baidu.BaiduMap,5,50,1974-04-30T10:29:29+05:137,Al Pacino,Marlon Brando,Baidu Map
109,Barcode scanning,Tools,Static,Camera frame,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.baidu.BaiduMap_qr.gif?raw=true,com.baidu.BaiduMap,5,50,1974-04-30T10:29:29+05:138,Al Pacino,Marlon Brando,Baidu Map
110,Barcode scanning,Tools,Static,Flashlight,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.baidu.BaiduMap_qr.gif?raw=true,com.baidu.BaiduMap,5,50,1974-04-30T10:29:29+05:139,Al Pacino,Marlon Brando,Baidu Map
111,Barcode scanning,Tools,Static,Vibration,Haptic,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.baidu.BaiduMap_qr.gif?raw=true,com.baidu.BaiduMap,5,50,1974-04-30T10:29:29+05:140,Al Pacino,Marlon Brando,Baidu Map
112,Text recognition,Tools,Dynamic,Photo editor,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.baidu.BaiduMap_tran_dy.gif?raw=true,com.baidu.BaiduMap,5,50,1974-04-30T10:29:29+05:141,Al Pacino,Marlon Brando,Baidu Map
113,Text recognition,Tools,Static,Instruction,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.baidu.BaiduMap_tran_dy.gif?raw=true,com.baidu.BaiduMap,5,50,1974-04-30T10:29:29+05:142,Al Pacino,Marlon Brando,Baidu Map
114,Text recognition,Tools,Static,Pop-up messages,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.baidu.BaiduMap_tran_dy.gif?raw=true,com.baidu.BaiduMap,5,50,1974-04-30T10:29:29+05:143,Al Pacino,Marlon Brando,Baidu Map
115,Face detection,Photography,Dynamic,Auto focusing object,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.cam001.selfie.gif?raw=true,com.cam001.selfie,5,50,1974-04-30T10:29:29+05:144,Al Pacino,Marlon Brando,Sweet Selfie: Camera & Editor
116,Face detection,Photography,Dynamic,Photo editor,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.cam001.selfie.gif?raw=true,com.cam001.selfie,5,50,1974-04-30T10:29:29+05:145,Al Pacino,Marlon Brando,Sweet Selfie: Camera & Editor
117,Barcode scanning,Shopping,Static,Pop-up messages,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.chinasoft.mall_QRCODE.gif?raw=true,com.chinasoft.mall,5,50,1974-04-30T10:29:29+05:146,Al Pacino,Marlon Brando,chinasoft mall 
118,Barcode scanning,Shopping,Static,Instruction,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.chinasoft.mall_QRCODE.gif?raw=true,com.chinasoft.mall,5,50,1974-04-30T10:29:29+05:147,Al Pacino,Marlon Brando,chinasoft mall 
119,Barcode scanning,Shopping,Static,Camera frame,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.chinasoft.mall_QRCODE.gif?raw=true,com.chinasoft.mall,5,50,1974-04-30T10:29:29+05:148,Al Pacino,Marlon Brando,chinasoft mall 
120,Barcode scanning,Shopping,Static,Vibration,Haptic,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.chinasoft.mall_QRCODE.gif?raw=true,com.chinasoft.mall,5,50,1974-04-30T10:29:29+05:149,Al Pacino,Marlon Brando,chinasoft mall 
121,Barcode scanning,Shopping,Static,Auditory feedback (Static),Aural,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.chinasoft.mall_QRCODE.gif?raw=true,com.chinasoft.mall,5,50,1974-04-30T10:29:29+05:150,Al Pacino,Marlon Brando,chinasoft mall 
122,Barcode scanning,Shopping,No Interaction,Importing files,None,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.chinasoft.mall_no_inter.gif?raw=true,com.chinasoft.mall,5,50,1974-04-30T10:29:29+05:151,Al Pacino,Marlon Brando,chinasoft mall 
123,Speech recongnition,Shopping,Static,Pop-up messages,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.chinasoft.mall_SR.gif?raw=true,com.chinasoft.mall,5,50,1974-04-30T10:29:29+05:152,Al Pacino,Marlon Brando,chinasoft mall 
124,Speech recongnition,Shopping,Static,Vibration,Haptic,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.chinasoft.mall_SR.gif?raw=true,com.chinasoft.mall,5,50,1974-04-30T10:29:29+05:153,Al Pacino,Marlon Brando,chinasoft mall 
125,Selfie segmentation,Photography,Static,Instruction,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.cut.cutout.photo.background.editor.gif?raw=true,com.cut.cutout.photo.background.editor,5,50,1974-04-30T10:29:29+05:154,Al Pacino,Marlon Brando,Cutout Photos - Background Eraser with Cut & Paste
126,Selfie segmentation,Photography,Dynamic,Photo editor,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.cut.cutout.photo.background.editor.gif?raw=true,com.cut.cutout.photo.background.editor,5,50,1974-04-30T10:29:29+05:155,Al Pacino,Marlon Brando,Cutout Photos - Background Eraser with Cut & Paste
127,Selfie segmentation,Photography,No Interaction,Importing files,None,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.cut.cutout.photo.background.editor.gif?raw=true,com.cut.cutout.photo.background.editor,5,50,1974-04-30T10:29:29+05:156,Al Pacino,Marlon Brando,Cutout Photos - Background Eraser with Cut & Paste
128,Face detection,Photography,Dynamic,Auto focusing object,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.cyberlink.youcammakeup.gif?raw=true,com.cyberlink.youcammakeup,5,50,1974-04-30T10:29:29+05:157,Al Pacino,Marlon Brando,YouCam Makeup - Selfie Editor
129,Face detection,Photography,Dynamic,Camera adjustment,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.cyberlink.youcammakeup.gif?raw=true,com.cyberlink.youcammakeup,5,50,1974-04-30T10:29:29+05:158,Al Pacino,Marlon Brando,YouCam Makeup - Selfie Editor
130,Face detection,Photography,Dynamic,Photo editor,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.cyberlink.youcammakeup.gif?raw=true,com.cyberlink.youcammakeup,5,50,1974-04-30T10:29:29+05:159,Al Pacino,Marlon Brando,YouCam Makeup - Selfie Editor
131,Selfie segmentation,Photography,Dynamic,Auto focusing object,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.cyberlink.youcammakeup.gif?raw=true,com.cyberlink.youcammakeup,5,50,1974-04-30T10:29:29+05:160,Al Pacino,Marlon Brando,YouCam Makeup - Selfie Editor
132,Selfie segmentation,Photography,Dynamic,Camera adjustment,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.cyberlink.youcammakeup.gif?raw=true,com.cyberlink.youcammakeup,5,50,1974-04-30T10:29:29+05:161,Al Pacino,Marlon Brando,YouCam Makeup - Selfie Editor
133,Selfie segmentation,Photography,Dynamic,Photo editor,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.cyberlink.youcammakeup.gif?raw=true,com.cyberlink.youcammakeup,5,50,1974-04-30T10:29:29+05:162,Al Pacino,Marlon Brando,YouCam Makeup - Selfie Editor
134,Style transfer,Photography,Dynamic,Auto focusing object,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.cyberlink.youcammakeup.gif?raw=true,com.cyberlink.youcammakeup,5,50,1974-04-30T10:29:29+05:163,Al Pacino,Marlon Brando,YouCam Makeup - Selfie Editor
135,Style transfer,Photography,Dynamic,Camera adjustment,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.cyberlink.youcammakeup.gif?raw=true,com.cyberlink.youcammakeup,5,50,1974-04-30T10:29:29+05:164,Al Pacino,Marlon Brando,YouCam Makeup - Selfie Editor
136,Style transfer,Photography,Dynamic,Photo editor,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.cyberlink.youcammakeup.gif?raw=true,com.cyberlink.youcammakeup,5,50,1974-04-30T10:29:29+05:165,Al Pacino,Marlon Brando,YouCam Makeup - Selfie Editor
137,Face detection,Photography,No Interaction,Importing files,None,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.dailyselfie.newlook.studio.gif?raw=true,com.dailyselfie.newlook.studio,5,50,1974-04-30T10:29:29+05:166,Al Pacino,Marlon Brando,"Sweet Camera - Selfie Beauty Camera, Filters"
138,Face detection,Photography,No Interaction,No interaction with hardware input,None,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.dailyselfie.newlook.studio.gif?raw=true,com.dailyselfie.newlook.studio,5,50,1974-04-30T10:29:29+05:167,Al Pacino,Marlon Brando,"Sweet Camera - Selfie Beauty Camera, Filters"
139,Selfie segmentation,Photography,No Interaction,No interaction with hardware input,None,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.dailyselfie.newlook.studio.gif?raw=true,com.dailyselfie.newlook.studio,5,50,1974-04-30T10:29:29+05:168,Al Pacino,Marlon Brando,"Sweet Camera - Selfie Beauty Camera, Filters"
140,Selfie segmentation,Photography,No Interaction,Importing files,None,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.dailyselfie.newlook.studio.gif?raw=true,com.dailyselfie.newlook.studio,5,50,1974-04-30T10:29:29+05:169,Al Pacino,Marlon Brando,"Sweet Camera - Selfie Beauty Camera, Filters"
141,Speech recongnition,Finance,No Interaction,No interaction with hardware input,None,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.dengtacj.stock.gif?raw=true,com.dengtacj.stock,5,50,1974-04-30T10:29:29+05:170,Al Pacino,Marlon Brando,dengtacj stock
142,Speech recongnition,Finance,Static,Vibration,Haptic,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.dengtacj.stock.gif?raw=true,com.dengtacj.stock,5,50,1974-04-30T10:29:29+05:171,Al Pacino,Marlon Brando,dengtacj stock
143,Image classification,Entertainment,Static,Pop-up messages,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.draw.clash.drawit.gif?raw=true,com.draw.clash.drawit,5,50,1974-04-30T10:29:29+05:172,Al Pacino,Marlon Brando,Draw Clash - AI Guess Drawing Game
144,Image classification,Entertainment,Static,Instruction,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.draw.clash.drawit.gif?raw=true,com.draw.clash.drawit,5,50,1974-04-30T10:29:29+05:173,Al Pacino,Marlon Brando,Draw Clash - AI Guess Drawing Game
145,Image classification,Entertainment,Static,Illustration of correct input,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.draw.clash.drawit.gif?raw=true,com.draw.clash.drawit,5,50,1974-04-30T10:29:29+05:174,Al Pacino,Marlon Brando,Draw Clash - AI Guess Drawing Game
146,Text prediction,Productivity,Static,Pop-up messages,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.easilydo.mail.gif?raw=true,com.easilydo.mail,5,50,1974-04-30T10:29:29+05:175,Al Pacino,Marlon Brando,Email - Lightning Fast & Secure Mail
147,Face detection,Photography,Static,Pop-up messages,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.eraserphoto.cutout.backgroundeditor_face.gif?raw=true,com.eraserphoto.cutout.backgroundeditor,5,50,1974-04-30T10:29:29+05:176,Al Pacino,Marlon Brando,Cut And Paste Photo Editor With Background Eraser
148,Face detection,Photography,Static,Instruction,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.eraserphoto.cutout.backgroundeditor_face.gif?raw=true,com.eraserphoto.cutout.backgroundeditor,5,50,1974-04-30T10:29:29+05:177,Al Pacino,Marlon Brando,Cut And Paste Photo Editor With Background Eraser
149,Face detection,Photography,Static,Camera frame,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.eraserphoto.cutout.backgroundeditor_face.gif?raw=true,com.eraserphoto.cutout.backgroundeditor,5,50,1974-04-30T10:29:29+05:178,Al Pacino,Marlon Brando,Cut And Paste Photo Editor With Background Eraser
150,Face detection,Photography,Static,Illustration of correct input,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.eraserphoto.cutout.backgroundeditor_face.gif?raw=true,com.eraserphoto.cutout.backgroundeditor,5,50,1974-04-30T10:29:29+05:179,Al Pacino,Marlon Brando,Cut And Paste Photo Editor With Background Eraser
151,Face detection,Photography,Static,Vibration,Haptic,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.eraserphoto.cutout.backgroundeditor_face.gif?raw=true,com.eraserphoto.cutout.backgroundeditor,5,50,1974-04-30T10:29:29+05:180,Al Pacino,Marlon Brando,Cut And Paste Photo Editor With Background Eraser
152,Face detection,Photography,No Interaction,Importing files,None,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.eraserphoto.cutout.backgroundeditor_face.gif?raw=true,com.eraserphoto.cutout.backgroundeditor,5,50,1974-04-30T10:29:29+05:181,Al Pacino,Marlon Brando,Cut And Paste Photo Editor With Background Eraser
153,Selfie segmentation,Photography,Static,Pop-up messages,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.eraserphoto.cutout.backgroundeditor_face.gif?raw=true,com.eraserphoto.cutout.backgroundeditor,5,50,1974-04-30T10:29:29+05:182,Al Pacino,Marlon Brando,Cut And Paste Photo Editor With Background Eraser
154,Selfie segmentation,Photography,Static,Instruction,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.eraserphoto.cutout.backgroundeditor_face.gif?raw=true,com.eraserphoto.cutout.backgroundeditor,5,50,1974-04-30T10:29:29+05:183,Al Pacino,Marlon Brando,Cut And Paste Photo Editor With Background Eraser
155,Selfie segmentation,Photography,Static,Camera frame,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.eraserphoto.cutout.backgroundeditor_face.gif?raw=true,com.eraserphoto.cutout.backgroundeditor,5,50,1974-04-30T10:29:29+05:184,Al Pacino,Marlon Brando,Cut And Paste Photo Editor With Background Eraser
156,Selfie segmentation,Photography,Static,Illustration of correct input,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.eraserphoto.cutout.backgroundeditor_face.gif?raw=true,com.eraserphoto.cutout.backgroundeditor,5,50,1974-04-30T10:29:29+05:185,Al Pacino,Marlon Brando,Cut And Paste Photo Editor With Background Eraser
157,Selfie segmentation,Photography,Static,Vibration,Haptic,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.eraserphoto.cutout.backgroundeditor_face.gif?raw=true,com.eraserphoto.cutout.backgroundeditor,5,50,1974-04-30T10:29:29+05:186,Al Pacino,Marlon Brando,Cut And Paste Photo Editor With Background Eraser
158,Selfie segmentation,Photography,No Interaction,Importing files,None,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.eraserphoto.cutout.backgroundeditor_face.gif?raw=true,com.eraserphoto.cutout.backgroundeditor,5,50,1974-04-30T10:29:29+05:187,Al Pacino,Marlon Brando,Cut And Paste Photo Editor With Background Eraser
159,Face detection,Photography,Dynamic,Auto focusing object,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.fabbyhair.android.gif?raw=true,com.fabbyhair.android,5,50,1974-04-30T10:29:29+05:188,Al Pacino,Marlon Brando,Fabby Look  -  hair color changer & style effects
160,Face detection,Photography,Dynamic,Photo editor,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.fabbyhair.android.gif?raw=true,com.fabbyhair.android,5,50,1974-04-30T10:29:29+05:189,Al Pacino,Marlon Brando,Fabby Look  -  hair color changer & style effects
161,Barcode scanning,Shopping,Static,Pop-up messages,Text,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.fingershopping_static.gif?raw=true,com.fingershopping,5,50,1974-04-30T10:29:29+05:190,Al Pacino,Marlon Brando,Finger shopping
162,Barcode scanning,Shopping,Static,Camera frame,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.fingershopping_static.gif?raw=true,com.fingershopping,5,50,1974-04-30T10:29:29+05:191,Al Pacino,Marlon Brando,Finger shopping
163,Barcode scanning,Shopping,Static,Vibration,Haptic,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.fingershopping_static.gif?raw=true,com.fingershopping,5,50,1974-04-30T10:29:29+05:192,Al Pacino,Marlon Brando,Finger shopping
164,Barcode scanning,Shopping,No Interaction,Importing files,None,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.fingershopping_no_inter.gif?raw=true,com.fingershopping,5,50,1974-04-30T10:29:29+05:193,Al Pacino,Marlon Brando,Finger shopping
165,Image classification,Sports,No Interaction,Importing files,None,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.fishbrain.app.gif?raw=true,com.fishbrain.app,5,50,1974-04-30T10:29:29+05:194,Al Pacino,Marlon Brando,Fishbrain - Fishing App
166,Image classification,Sports,No Interaction,No interaction with hardware input,None,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.fishbrain.app.gif?raw=true,com.fishbrain.app,5,50,1974-04-30T10:29:29+05:195,Al Pacino,Marlon Brando,Fishbrain - Fishing App
167,Image classification,Finance,Dynamic,Auditory feedback (Dynamic),Aural,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.geico.mobile.gif?raw=true,com.geico.mobile,5,50,1974-04-30T10:29:29+05:196,Al Pacino,Marlon Brando,GEICO Mobile - Car Insurance
168,Image classification,Finance,Dynamic,Auto focusing object,Visual,https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.geico.mobile.gif?raw=true,com.geico.mobile,5,50,1974-04-30T10:29:29+05:197,Al Pacino,Marlon Brando,GEICO Mobile - Car Insurance
